model_name,sample_size,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,train_peak_memory_gb,eval_in_loss,eval_in_accuracy,eval_in_runtime,eval_in_samples_per_second,eval_in_steps_per_second,eval_in_peak_memory_gb,eval_out_loss,eval_out_accuracy,eval_out_runtime,eval_out_samples_per_second,eval_out_steps_per_second,eval_out_peak_memory_gb,finetuning_method
opt-125m,2,72.2581,1.107,0.554,20940356321280.0,0.5626516059041023,40.0,1.5196752548217771,0.8177892565727234,0.5,2.3674,21.12,2.957,1.020397663116455,0.8763330578804016,0.46,2.3614,21.174,2.964,1.020397663116455,fewshot_lora
opt-125m,4,75.1043,2.13,0.533,41880712642560.0,0.7233907163143158,40.0,2.564896583557129,0.713660717010498,0.46,2.3493,21.283,2.98,1.022472858428955,0.736757755279541,0.46,2.3664,21.129,2.958,1.022472858428955,fewshot_lora
opt-125m,4,75.6043,2.116,0.529,41880712642560.0,0.8459259107708931,40.0,2.565018653869629,0.705697238445282,0.46,2.2934,21.801,3.052,1.020397663116455,0.7144421935081482,0.54,2.3274,21.483,3.008,1.020397663116455,fewshot_lora
opt-125m,4,75.2072,2.127,0.532,41880712642560.0,0.8059013664722443,40.0,2.563187599182129,0.7085283398628235,0.42,2.3449,21.322,2.985,1.0222229957580566,0.7210209369659424,0.52,2.3511,21.267,2.977,1.0222229957580566,fewshot_lora
opt-125m,4,74.944,2.135,0.534,41880712642560.0,0.7816615998744965,40.0,2.566483497619629,0.7031071186065674,0.46,2.381,21.0,2.94,1.020397663116455,0.724384605884552,0.48,2.3834,20.979,2.937,1.020397663116455,fewshot_lora
opt-125m,4,75.3373,2.124,0.531,41880712642560.0,0.6232099205255508,40.0,2.564164161682129,0.7641977071762085,0.54,2.2919,21.816,3.054,1.0222229957580566,0.8170057535171509,0.46,2.4807,20.156,2.822,1.0222229957580566,fewshot_lora
opt-125m,4,75.1039,2.13,0.533,41880712642560.0,0.5095061719417572,40.0,2.565262794494629,0.7756639122962952,0.52,2.3449,21.323,2.985,1.0208802223205566,0.8371639251708984,0.46,2.3556,21.226,2.972,1.0208802223205566,fewshot_lora
opt-125m,4,75.3219,2.124,0.531,41880712642560.0,0.8648473367094993,40.0,2.564408302307129,0.713860034942627,0.46,2.354,21.24,2.974,1.0222229957580566,0.7365485429763794,0.46,2.406,20.782,2.909,1.0222229957580566,fewshot_lora
opt-125m,4,76.0772,2.103,0.526,41880712642560.0,0.634762690961361,40.0,2.565506935119629,0.7310923933982849,0.52,2.3966,20.863,2.921,1.0208802223205566,0.7617397308349609,0.46,2.3498,21.279,2.979,1.0208802223205566,fewshot_lora
opt-125m,4,75.6782,2.114,0.529,41880712642560.0,0.4254472240805625,40.0,2.565140724182129,0.7949028611183167,0.52,2.3298,21.461,3.005,1.0222229957580566,0.8398385643959045,0.46,2.4294,20.581,2.881,1.0222229957580566,fewshot_lora
opt-125m,4,76.0342,2.104,0.526,41880712642560.0,0.6489173695445061,40.0,2.565751075744629,0.7609092593193054,0.54,2.3661,21.132,2.958,1.0208802223205566,0.8159015774726868,0.46,2.3761,21.043,2.946,1.0208802223205566,fewshot_lora
opt-125m,8,81.2609,3.938,0.492,83761425285120.0,0.736566287279129,40.0,4.626908302307129,0.7181304097175598,0.52,2.3324,21.437,3.001,1.0222229957580566,0.755013644695282,0.46,2.3876,20.941,2.932,1.0222229957580566,fewshot_lora
opt-125m,8,81.0804,3.947,0.493,83761425285120.0,0.6983273193240166,40.0,4.640580177307129,0.7312992811203003,0.52,2.3694,21.102,2.954,1.0352845191955566,0.7714830040931702,0.46,2.4161,20.694,2.897,1.0352845191955566,fewshot_lora
opt-125m,8,81.7548,3.914,0.489,83761425285120.0,0.9278498440980912,40.0,4.641800880432129,0.7046827673912048,0.46,2.3792,21.016,2.942,1.0388245582580566,0.7230260372161865,0.5,2.3457,21.315,2.984,1.0388245582580566,fewshot_lora
opt-125m,8,82.675,3.871,0.484,83761425285120.0,0.660245081782341,40.0,4.642045021057129,0.8057844042778015,0.5,2.3982,20.849,2.919,1.0382142066955566,0.8688313364982605,0.46,2.9379,17.019,2.383,1.0382142066955566,fewshot_lora
opt-125m,8,83.299,3.842,0.48,83761425285120.0,0.78933886885643,40.0,4.641800880432129,0.7111334800720215,0.48,2.398,20.851,2.919,1.0388245582580566,0.739565908908844,0.46,2.4285,20.589,2.882,1.0388245582580566,fewshot_lora
opt-125m,8,82.0442,3.9,0.488,83761425285120.0,0.6581328377127648,40.0,4.642045021057129,0.7196435332298279,0.48,2.4467,20.436,2.861,1.0382142066955566,0.7425679564476013,0.46,2.4105,20.743,2.904,1.0382142066955566,fewshot_lora
opt-125m,8,83.0337,3.854,0.482,83761425285120.0,0.5275465540587903,40.0,4.641800880432129,0.7296406626701355,0.5,2.4385,20.505,2.871,1.0388245582580566,0.7461798787117004,0.46,2.389,20.929,2.93,1.0388245582580566,fewshot_lora
opt-125m,8,82.8382,3.863,0.483,83761425285120.0,0.8969203367829323,40.0,4.642045021057129,0.7067683339118958,0.42,2.3895,20.925,2.929,1.0382142066955566,0.7170254588127136,0.5,2.3867,20.95,2.933,1.0382142066955566,fewshot_lora
opt-125m,8,82.4601,3.881,0.485,83761425285120.0,0.7157522037625312,40.0,4.641800880432129,0.721127450466156,0.52,2.4475,20.429,2.86,1.0388245582580566,0.7572528719902039,0.46,2.388,20.938,2.931,1.0388245582580566,fewshot_lora
opt-125m,8,82.9918,3.856,0.482,83761425285120.0,0.9111160889267922,40.0,4.642045021057129,0.7038957476615906,0.44,2.3744,21.058,2.948,1.0382142066955566,0.7258123159408569,0.46,2.395,20.877,2.923,1.0382142066955566,fewshot_lora
opt-125m,16,96.5053,6.632,0.829,167522850570240.0,0.6691549122333527,40.0,4.641800880432129,0.7062017917633057,0.42,2.8359,17.631,2.468,1.0388245582580566,0.721662700176239,0.48,2.5892,19.311,2.704,1.0388245582580566,fewshot_lora
opt-125m,16,96.094,6.66,0.833,167522850570240.0,0.7668648578226567,40.0,4.642045021057129,0.6981180310249329,0.44,2.5299,19.764,2.767,1.0382142066955566,0.7069111466407776,0.52,2.3994,20.839,2.917,1.0382142066955566,fewshot_lora
opt-125m,16,95.4977,6.702,0.838,167522850570240.0,0.734028959274292,40.0,4.641800880432129,0.7073007225990295,0.44,2.3911,20.911,2.928,1.0388245582580566,0.7147863507270813,0.52,2.374,21.061,2.949,1.0388245582580566,fewshot_lora
opt-125m,16,96.2244,6.651,0.831,167522850570240.0,0.5839723147451877,40.0,4.642045021057129,0.7739936709403992,0.54,2.4157,20.698,2.898,1.0382142066955566,0.8286612629890442,0.46,2.4291,20.584,2.882,1.0382142066955566,fewshot_lora
opt-125m,16,95.928,6.672,0.834,167522850570240.0,0.6663581289350986,40.0,4.641800880432129,0.7140421867370605,0.44,2.356,21.223,2.971,1.0388245582580566,0.7371305227279663,0.46,2.4055,20.786,2.91,1.0388245582580566,fewshot_lora
opt-125m,16,97.3931,6.571,0.821,167522850570240.0,0.6774545218795538,40.0,4.642045021057129,0.7286018133163452,0.48,2.4056,20.785,2.91,1.0382142066955566,0.7554962635040283,0.46,2.6051,19.193,2.687,1.0382142066955566,fewshot_lora
opt-125m,16,96.7108,6.618,0.827,167522850570240.0,0.70292344763875,40.0,4.641800880432129,0.7303087711334229,0.5,2.4103,20.744,2.904,1.0388245582580566,0.7734926342964172,0.46,2.3959,20.869,2.922,1.0388245582580566,fewshot_lora
opt-125m,16,95.6558,6.691,0.836,167522850570240.0,0.7702973380684852,40.0,4.642045021057129,0.7086500525474548,0.54,2.419,20.669,2.894,1.0382142066955566,0.6893483996391296,0.54,2.3827,20.984,2.938,1.0382142066955566,fewshot_lora
opt-125m,16,95.5306,6.699,0.837,167522850570240.0,0.6943582698702813,40.0,4.641800880432129,0.7064851522445679,0.5,2.4708,20.237,2.833,1.0388245582580566,0.7431823015213013,0.46,2.4306,20.571,2.88,1.0388245582580566,fewshot_lora
opt-125m,16,95.939,6.671,0.834,167522850570240.0,0.7018830507993699,40.0,4.642045021057129,0.7125126719474792,0.48,2.422,20.644,2.89,1.0382142066955566,0.6985746026039124,0.62,2.4677,20.262,2.837,1.0382142066955566,fewshot_lora
opt-350m,2,95.6688,0.836,0.418,74650390364160.0,0.5763686515390873,40.0,3.968935966491699,1.0200151205062866,0.4,4.2751,11.696,1.637,2.3458142280578613,0.7147576212882996,0.54,4.2769,11.691,1.637,2.3458142280578613,fewshot_lora
opt-350m,2,94.5499,0.846,0.423,74650390364160.0,0.2156417173333466,40.0,3.951846122741699,1.1879794597625732,0.38,4.1669,11.999,1.68,2.3277478218078613,0.8105555772781372,0.56,4.2132,11.867,1.661,2.3277478218078613,fewshot_lora
opt-350m,2,94.4243,0.847,0.424,74650390364160.0,0.761304946988821,40.0,3.950869560241699,1.0712076425552368,0.52,4.1067,12.175,1.705,2.3277478218078613,0.7977505326271057,0.52,4.0718,12.28,1.719,2.3277478218078613,fewshot_lora
opt-350m,2,92.9532,0.861,0.43,74650390364160.0,0.2962923651561141,40.0,3.951846122741699,1.105648159980774,0.46,4.1179,12.142,1.7,2.3277478218078613,0.7673619985580444,0.54,4.1211,12.133,1.699,2.3277478218078613,fewshot_lora
opt-350m,2,94.0968,0.85,0.425,74650390364160.0,0.6678216308355331,40.0,3.950869560241699,1.0267692804336548,0.38,4.2397,11.793,1.651,2.3277478218078613,0.7108142375946045,0.5,4.0839,12.243,1.714,2.3277478218078613,fewshot_lora
opt-350m,2,93.3837,0.857,0.428,74650390364160.0,0.7878906242549419,40.0,3.951846122741699,1.024383544921875,0.44,4.1192,12.138,1.699,2.3277478218078613,0.7222772240638733,0.56,4.1042,12.183,1.706,2.3277478218078613,fewshot_lora
opt-350m,2,93.7414,0.853,0.427,74650390364160.0,0.4205555975437164,40.0,3.950869560241699,1.1033912897109983,0.48,4.1148,12.151,1.701,2.3277478218078613,0.7798669338226318,0.56,4.0969,12.204,1.709,2.3277478218078613,fewshot_lora
opt-350m,2,93.3717,0.857,0.428,74650390364160.0,0.6816607199609279,40.0,3.951846122741699,0.9950324296951294,0.34,4.0851,12.24,1.714,2.3277478218078613,0.6993972659111023,0.5,4.0956,12.208,1.709,2.3277478218078613,fewshot_lora
opt-350m,2,94.1865,0.849,0.425,74650390364160.0,0.3705445528030395,40.0,3.950869560241699,1.0836914777755735,0.52,4.1081,12.171,1.704,2.3277478218078613,0.8095176815986633,0.56,4.0811,12.252,1.715,2.3277478218078613,fewshot_lora
opt-350m,2,93.2786,0.858,0.429,74650390364160.0,0.2901137759909034,40.0,3.951846122741699,1.1637927293777466,0.38,4.0773,12.263,1.717,2.3277478218078613,0.8181593418121338,0.56,4.0742,12.272,1.718,2.3277478218078613,fewshot_lora
opt-350m,4,196.6097,0.814,0.203,149300780728320.0,1.06295298486948,40.0,6.645327568054199,1.019397497177124,0.5,13.5511,3.69,0.517,2.3277478218078613,0.7381919622421265,0.56,13.4657,3.713,0.52,2.3277478218078613,fewshot_lora
opt-350m,4,225.9761,0.708,0.177,149300780728320.0,0.358922915160656,40.0,6.645327568054199,1.0978542566299438,0.46,14.9193,3.351,0.469,2.3277478218078613,0.7790064215660095,0.52,14.9258,3.35,0.469,2.3277478218078613,fewshot_lora
opt-350m,4,197.3912,0.811,0.203,149300780728320.0,0.6193244688212871,40.0,6.645327568054199,1.005492091178894,0.36,14.2152,3.517,0.492,2.3277478218078613,0.7064031362533569,0.52,14.2216,3.516,0.492,2.3277478218078613,fewshot_lora
opt-350m,4,199.1878,0.803,0.201,149300780728320.0,0.4196117833256721,40.0,6.645327568054199,1.0457133054733276,0.48,13.442,3.72,0.521,2.3277478218078613,0.7180789113044739,0.56,13.469,3.712,0.52,2.3277478218078613,fewshot_lora
opt-350m,4,215.4853,0.743,0.186,149300780728320.0,0.5188165992498398,40.0,6.645327568054199,1.0281023979187012,0.36,15.7722,3.17,0.444,2.3277478218078613,0.7273518443107605,0.6,15.9278,3.139,0.439,2.3277478218078613,fewshot_lora
opt-350m,4,228.2527,0.701,0.175,149300780728320.0,0.5932341076433658,40.0,6.645327568054199,1.1286262273788452,0.38,15.4972,3.226,0.452,2.3277478218078613,0.8094373345375061,0.58,15.6714,3.191,0.447,2.3277478218078613,fewshot_lora
opt-350m,4,207.4598,0.771,0.193,149300780728320.0,1.3020227342844009,40.0,6.645327568054199,1.008223056793213,0.32,14.9485,3.345,0.468,2.3277478218078613,0.7033131122589111,0.54,15.2272,3.284,0.46,2.3277478218078613,fewshot_lora
opt-350m,4,220.0556,0.727,0.182,149300780728320.0,0.8273517176508903,40.0,6.645327568054199,0.9921084642410278,0.34,14.8075,3.377,0.473,2.3277478218078613,0.6938083171844482,0.5,14.9045,3.355,0.47,2.3277478218078613,fewshot_lora
opt-350m,4,222.001,0.721,0.18,149300780728320.0,0.6654212914407254,40.0,6.645327568054199,1.140025615692139,0.38,15.8416,3.156,0.442,2.3277478218078613,0.783449649810791,0.6,15.9969,3.126,0.438,2.3277478218078613,fewshot_lora
opt-350m,4,213.6793,0.749,0.187,149300780728320.0,0.1728431588038802,40.0,6.645327568054199,1.154820680618286,0.38,14.3419,3.486,0.488,2.3277478218078613,0.7862339615821838,0.6,14.4801,3.453,0.483,2.3277478218078613,fewshot_lora
opt-350m,8,213.5444,1.499,0.375,298601561456640.0,0.726583632081747,40.0,6.645327568054199,0.9869996905326844,0.44,7.3806,6.775,1.761,1.7935376167297363,0.7111024260520935,0.54,7.3447,6.808,1.77,1.7935376167297363,fewshot_lora
opt-350m,8,179.2847,1.785,0.446,298601561456640.0,0.7210132364183665,40.0,6.645327568054199,0.9766526818275452,0.36,5.8159,8.597,2.235,1.7945141792297363,0.6994683742523193,0.5,5.8293,8.577,2.23,1.7945141792297363,fewshot_lora
opt-350m,8,175.1633,1.827,0.457,298601561456640.0,0.4933850301429629,40.0,6.645327568054199,1.0281208753585815,0.46,5.0906,9.822,2.554,1.7935376167297363,0.713161289691925,0.52,5.0314,9.938,2.584,1.7935376167297363,fewshot_lora
opt-350m,8,190.4318,1.68,0.42,298601561456640.0,0.5339707661420107,40.0,6.645327568054199,1.241722583770752,0.42,7.2908,6.858,1.783,1.7935376167297363,0.9453263878822328,0.48,6.7276,7.432,1.932,1.7935376167297363,fewshot_lora
opt-350m,8,180.9165,1.769,0.442,298601561456640.0,0.7234230455011129,40.0,6.645327568054199,1.0142260789871216,0.34,5.2914,9.449,2.457,1.7935376167297363,0.7446430921554565,0.62,5.2971,9.439,2.454,1.7935376167297363,fewshot_lora
opt-350m,8,187.6781,1.705,0.426,298601561456640.0,0.5143752258270979,40.0,6.645327568054199,1.0330554246902466,0.52,4.3036,11.618,3.021,1.7945141792297363,0.7849755883216858,0.52,4.3845,11.404,2.965,1.7945141792297363,fewshot_lora
opt-350m,8,182.8135,1.75,0.438,298601561456640.0,0.7012737464159727,40.0,6.645327568054199,0.9891657829284668,0.4,5.3974,9.264,2.409,1.7935376167297363,0.7262564897537231,0.56,5.3602,9.328,2.425,1.7935376167297363,fewshot_lora
opt-350m,8,221.6679,1.444,0.361,298601561456640.0,0.4528445038944483,40.0,6.645327568054199,1.1733620166778564,0.48,6.0926,8.207,2.134,1.7945141792297363,0.7927089929580688,0.52,6.5604,7.621,1.982,1.7945141792297363,fewshot_lora
opt-350m,8,188.0893,1.701,0.425,298601561456640.0,0.7075376685708761,40.0,6.645327568054199,0.9981803894042968,0.34,5.7238,8.735,2.271,1.7935376167297363,0.710095226764679,0.56,5.5996,8.929,2.322,1.7935376167297363,fewshot_lora
opt-350m,8,189.3637,1.69,0.422,298601561456640.0,0.3008805386722087,40.0,6.645327568054199,1.1560779809951782,0.46,6.1335,8.152,2.12,1.7945141792297363,0.7630157470703125,0.56,6.1158,8.176,2.126,1.7945141792297363,fewshot_lora
opt-350m,16,178.4236,3.587,1.793,597203122913280.0,0.8095592551631853,40.0,3.950869560241699,0.9728612303733826,0.34,4.4834,11.152,5.576,1.5259442329406738,0.7060052752494812,0.52,4.5313,11.034,5.517,1.5259442329406738,fewshot_lora
opt-350m,16,176.5296,3.625,1.813,597203122913280.0,0.5107013254892081,40.0,3.951846122741699,1.0118420124053955,0.54,4.5521,10.984,5.492,1.5269207954406738,0.7130058407783508,0.56,4.5764,10.926,5.463,1.5269207954406738,fewshot_lora
opt-350m,16,177.092,3.614,1.807,597203122913280.0,0.5499713982455432,40.0,3.950869560241699,1.0250109434127808,0.46,4.4894,11.137,5.569,1.5259442329406738,0.7398499846458435,0.56,4.4882,11.14,5.57,1.5259442329406738,fewshot_lora
opt-350m,16,176.8922,3.618,1.809,597203122913280.0,0.5290714550530538,40.0,3.951846122741699,1.266458511352539,0.4,4.4729,11.179,5.589,1.5269207954406738,0.7862338423728943,0.6,4.4552,11.223,5.611,1.5269207954406738,fewshot_lora
opt-350m,16,177.0595,3.615,1.807,597203122913280.0,0.7427294386085123,40.0,3.950869560241699,0.9833840131759644,0.46,4.5198,11.062,5.531,1.5259442329406738,0.7989174127578735,0.5,4.6379,10.781,5.39,1.5259442329406738,fewshot_lora
opt-350m,16,179.4619,3.566,1.783,597203122913280.0,0.5030025236075744,40.0,3.951846122741699,1.0197787284851074,0.44,4.557,10.972,5.486,1.5269207954406738,0.7419705986976624,0.56,4.5204,11.061,5.53,1.5269207954406738,fewshot_lora
opt-350m,16,175.8163,3.64,1.82,597203122913280.0,0.5637440774124116,40.0,3.950869560241699,0.9977893829345704,0.36,4.5298,11.038,5.519,1.5259442329406738,0.728563129901886,0.46,4.5308,11.036,5.518,1.5259442329406738,fewshot_lora
opt-350m,16,175.0967,3.655,1.828,597203122913280.0,0.7181582871126011,40.0,3.951846122741699,1.0451923608779907,0.52,4.4804,11.16,5.58,1.5269207954406738,0.808504581451416,0.52,4.4444,11.25,5.625,1.5269207954406738,fewshot_lora
opt-350m,16,175.4274,3.648,1.824,597203122913280.0,0.9048312320373952,40.0,3.950869560241699,0.8553858995437622,0.4,4.5102,11.086,5.543,1.5259442329406738,0.7195879220962524,0.56,4.5985,10.873,5.437,1.5259442329406738,fewshot_lora
opt-350m,16,176.3728,3.629,1.814,597203122913280.0,0.8250088006956503,40.0,3.951846122741699,0.9881778955459596,0.54,4.4871,11.143,5.571,1.5269207954406738,0.7286532521247864,0.58,4.5176,11.068,5.534,1.5269207954406738,fewshot_lora
opt-125m,16,,,,,,,,0.7700204372406005,0.5,4.3980677127838135,11.368628967368004,,5.893546581268311,0.6819746541976929,0.54,3.620323657989502,13.81091988547975,,5.893546581268311,context_distillation
opt-125m,4096,,,,,,,,0.7859975439310074,0.42,4.012048244476318,12.462462301852597,,5.892781734466553,0.6923654967546463,0.5,3.583378553390503,13.953312287559251,,5.892781734466553,context_distillation
opt-350m,16,,,,,,,,0.8132616430521011,0.5,76.13109803199768,0.6567618396753603,,11.385769844055176,0.7732616442441941,0.54,73.93164873123169,0.6763003511766402,,11.385121822357178,context_distillation
opt-350m,4096,,,,,,,,0.72320441365242,0.56,103.74213314056396,0.4819642558559422,,11.389501094818115,0.6931471824645996,0.46,103.47004747390748,0.4832316329284447,,11.389501094818115,context_distillation
opt-125m,16,,,,,,,,0.8112501966953277,0.48,16.656514883041382,3.001828434764997,,5.419967174530029,0.7444341737031936,0.54,13.07782530784607,3.823265628881156,,5.419967174530029,recursive_context_distillation
opt-125m,4096,,,,,,,,0.8132616430521011,0.5,9.656738996505736,5.177731325045893,,5.422042369842529,0.7732616442441941,0.54,6.860638856887817,7.287951026572682,,5.422042369842529,recursive_context_distillation
opt-350m,16,,,,,,,,0.8132616430521011,0.5,57.85215163230896,0.8642720899610632,,10.152486324310305,0.7732616442441941,0.54,51.2844500541687,0.9749543954783172,,10.152486324310305,recursive_context_distillation
opt-350m,4096,,,,,,,,0.8132616430521011,0.5,70.83691620826721,0.705846649972668,,10.152455806732178,0.7732616442441941,0.54,66.07695960998535,0.7566934116690828,,10.152455806732178,recursive_context_distillation
